claim_id,policy_id,claim_date,amount,status
CLM0002626,POL002568,2024-09-24,60454.91,CLOSED
CLM0009895,POL002445,2024-08-24,29159.04,CLOSED
CLM0008154,POL003755,2025-10-30,33316.93,  IN REVIEW 
CLM0003544,POL001580,2025-10-25,71605.69,DENIED
CLM0004355,POL001531,2026-04-01,28055.91,IN REVIEW
CLM0005462,POL001793,2026-05-23,9964.81,DENIED
CLM0000902,POL001494,2026-06-27,12087.91,OPEN
CLM0000595,POL003907,2025-10-19,70960.19,DENIED
CLM0006674,POL004061,2025-08-28,32170.73,DENIED
CLM0010799,POL002423,2025-06-06,40138.86,CLOSED
CLM0001187,POL004517,2025-04-24,22749.46,IN REVIEW
CLM0002004,POL000427,2024-06-20,47967.55,CLOSED
CLM0000088,POL001504,2024-12-30,53395.36,OPEN
CLM0002268,POL004872,2026-02-26,38019.49,DENIED
CLM0008911,POL004332,2026-05-10,8010.89,OPEN
CLM0006859,POL003808,2025-02-02,200.45,OPEN
CLM0001660,POL000680,2025-03-04,22119.59,IN REVIEW
CLM0004987,POL001965,2024-08-23,58993.81,CLOSED
CLM0004176,POL000824,2025-07-28,1688.87,DENIED
CLM0000137,POL000959,2026-03-08,45099.68,CLOSED
CLM0009625,POL000788,2024-07-19,11618.44,OPEN
CLM0000228,POL004596,,7930.95,OPEN
CLM0001535,POL000288,2025-10-19,6220.9,DENIED
CLM0002746,POL002111,2024-11-02,10544.04,IN REVIEW
CLM0002529,POL003267,2026-05-20,66604.76,CLOSED
CLM0008165,POL003461,2025-09-16,61459.56,OPEN
CLM0011585,POL002668,2024-09-04,18056.29,CLOSED
CLM0010618,POL002697,2025-02-10,78094.02,OPEN
CLM0007163,POL002486,2025-05-10,27172.58,IN REVIEW
CLM0005649,POL003020,2024-12-02,41139.15,OPEN
CLM0010193,POL000413,2024-10-10,22014.35,CLOSED
CLM0008898,POL004010,2025-10-11,15166.25,DENIED
CLM0009480,POL004527,2024-09-12,71462.46,OPEN
CLM0002052,POL001738,2024-07-22,3423.77,CLOSED
CLM0009261,POL000953,2026-06-12,55844.87,CLOSED
CLM0011460,POL000169,2026-04-08,15680.92,OPEN
CLM0007754,POL002044,2025-12-27,23395.9,IN REVIEW
CLM0006200,POL001896,2025-08-03,19398.47,OPEN
CLM0011173,POL004241,2025-05-23,27560.69,CLOSED
CLM0003116,POL000375,2024-08-28,21051.76,DENIED
CLM0000144,POL003301,2025-10-28,41240.29,DENIED
CLM0001605,POL003358,2025-07-25,34080.83,OPEN
CLM0004474,POL001963,2025-10-09,71172.2,IN REVIEW
CLM0005277,POL002368,2024-12-14,34794.27,DENIED
CLM0007696,POL001890,2026-05-06,72028.42,DENIED
CLM0008789,POL002044,2024-08-24,38907.54,IN REVIEW
CLM0007217,POL003785,2025-08-12,66492.38,CLOSED
CLM0003734,POL001574,2025-08-18,3125.51,IN REVIEW
CLM0007087,POL000617,2024-06-11,78139.3,DENIED
CLM0011546,POL000334,2026-07-07,9412.57,OPEN
CLM0005622,POL000570,2024-10-22,-58957.98,IN REVIEW
CLM0000419,POL000909,2026-07-11,19267.0,CLOSED
CLM0002581,POL001971,2026-03-15,23074.73,OPEN
CLM0000703,POL001299,2026-03-19,20504.38,OPEN
CLM0011116,POL004297,2025-07-07,55190.75,OPEN
CLM0007138,POL001869,2025-05-11,61863.69,DENIED
CLM0001108,POL002216,2025-12-20,56338.05,denied
CLM0009336,POL004266,2025-06-01,19174.79,IN REVIEW
CLM0002285,POL003530,2024-10-07,40234.25,DENIED
CLM0010261,POL001812,2026-07-16,9539.3,IN REVIEW
CLM0006174,POL003430,2024-08-14,58522.82,OPEN
CLM0008055,POL004321,2025-07-30,2109.05,DENIED
CLM0004482,POL003345,2025-03-30,74906.88,OPEN
CLM0001615,POL000739,2025-01-11,76259.56,DENIED
CLM0005727,POL000640,2025-05-25,4584.68,IN REVIEW
CLM0003352,POL001633,2024-09-26,9702.43,IN REVIEW
CLM0001818,POL000593,2025-10-19,28779.76,OPEN
CLM0006852,POL001390,2025-06-30,35873.54,IN REVIEW
CLM0005595,POL003507,2025-08-11,10775.84,CLOSED
CLM0004484,POL004389,2025-04-03,61622.62,OPEN
CLM0007313,POL002972,2024-08-21,25814.92,IN REVIEW
CLM0008888,POL000388,2025-04-17,23403.88,DENIED
CLM0003008,POL002702,2025-10-13,68212.72,CLOSED
CLM0005521,POL001610,2025-04-05,61206.36,DENIED
CLM0006362,POL000728,2025-10-19,32447.77,IN REVIEW
CLM0002122,POL003360,2025-02-14,38605.6,IN REVIEW
CLM0004460,POL001267,2025-05-11,67443.53,DENIED
CLM0007805,POL002661,2025-04-25,8199.3,CLOSED
CLM0000248,POL004946,2025-02-26,36020.37,OPEN
CLM0000051,POL001673,2026-01-28,22492.72,DENIED
CLM0008353,POL004730,2026-01-07,24263.51,OPEN
CLM0008798,POL001426,2025-07-29,48096.34,OPEN
CLM0007590,POL001789,2025-02-20,19185.6,DENIED
CLM0001676,POL001560,2026-02-12,10367.21,DENIED
CLM0000638,POL000367,2025-08-15,59102.69,OPEN
CLM0002566,POL001124,2025-06-09,9088.8,IN REVIEW
CLM0000547,POL002584,2026-01-20,55640.85,OPEN
CLM0000912,POL001936,2025-12-16,48222.27,IN REVIEW
CLM0001756,POL004124,2024-12-18,23377.65,CLOSED
CLM0007611,POL000697,2026-02-02,65107.12,IN REVIEW
CLM0004238,POL003107,2025-06-27,5027.0,IN REVIEW
CLM0004722,POL001549,2025-04-07,64602.63,DENIED
CLM0004203,POL002909,2025-04-14,79507.16,  CLOSED 
CLM0005635,POL002436,2024-08-27,50377.77,CLOSED
CLM0003771,POL002561,2026-01-14,44921.07,IN REVIEW
CLM0002439,POL000060,2026-01-09,5609.76,OPEN
CLM0003322,POL003327,2026-02-19,14936.85,DENIED
CLM0003756,POL002927,2025-12-28,25611.04,closed
CLM0000127,POL004082,2026-06-19,66545.97,CLOSED
CLM0002373,POL004178,2025-12-08,74966.74,OPEN
CLM0004369,POL001795,2024-09-19,3736.4,DENIED
CLM0005573,POL003645,2025-10-22,74298.26,IN REVIEW
CLM0006291,POL001883,2025-06-25,27228.06,OPEN
CLM0010975,POL001951,2025-10-19,44568.77,IN REVIEW
CLM0010438,POL001431,2026-04-09,29377.11,CLOSED
CLM0003811,POL003338,2026-06-07,50666.4,CLOSED
CLM0001753,POL004421,2026-06-22,1847.8,IN REVIEW
CLM0005011,POL003495,2026-02-04,49060.91,OPEN
CLM0009440,POL001760,2025-05-11,77047.63,IN REVIEW
CLM0007408,POL001261,2026-03-27,49643.68,OPEN
CLM0010982,POL003464,2025-09-28,56178.59,OPEN
CLM0009393,POL000371,2025-07-03,46010.73,OPEN
CLM0003443,POL004791,2026-03-21,17720.75,IN REVIEW
CLM0008382,POL004982,2026-06-01,47098.96,CLOSED
CLM0006401,POL000523,2026-02-03,77422.8,OPEN
CLM0011673,POL000670,2024-06-12,17948.14,OPEN
CLM0001069,POL002664,2024-06-14,58134.71,IN REVIEW
CLM0007532,POL000328,2025-11-03,33050.89,CLOSED
CLM0009872,POL000952,2026-06-02,31822.6,IN REVIEW
CLM0000874,POL000565,2025-01-14,25342.9,DENIED
CLM0002416,POL004377,2024-06-11,55518.24,  OPEN 
CLM0009302,POL003006,2025-03-15,2052.53,  DENIED 
CLM0000260,POL000279,2025-04-03,18639.37,OPEN
CLM0001671,POL003251,2025-12-22,43161.78,DENIED
CLM0006690,POL003458,2026-07-13,22802.89,DENIED
CLM0001894,POL000410,2025-05-17,4322.92,OPEN
CLM0001107,POL001230,2024-08-11,21664.17,OPEN
CLM0002143,POL003211,2024-07-07,15772.71,closed
CLM0008600,POL000913,2025-10-17,40341.36,CLOSED
CLM0000256,POL002124,2024-07-21,39340.02,DENIED
CLM0000277,POL000940,2025-07-01,49954.51,IN REVIEW
CLM0011822,POL003951,2025-06-21,38957.47,OPEN
CLM0011594,POL003240,2026-13-45,0,CLOSED
CLM0002481,POL001831,2024-07-04,11670.44,CLOSED
CLM0007792,POL003342,2025-10-07,21243.37,OPEN
CLM0002571,POL002128,2025-01-08,51272.19,DENIED
CLM0000263,POL000410,2025-06-02,43354.23,CLOSED
CLM0000681,POL004808,2024-08-29,59269.68,OPEN
CLM0003313,POL003605,2025-05-26,74759.71,IN REVIEW
CLM0008708,POL003076,2026-01-16,1392.09,DENIED
CLM0003558,POL004093,2024-12-13,66053.97,CLOSED
CLM0008639,POL003266,2025-06-18,47960.69,CLOSED
CLM0006325,POL000033,2026-07-03,6085.48,IN REVIEW
CLM0008301,POL003455,2026-06-04,16281.72,IN REVIEW
CLM0010924,POL001525,2025-09-21,60459.25,OPEN
CLM0007423,POL002732,2024-10-30,62953.16,IN REVIEW
CLM0003689,POL000784,2024-11-02,45881.23,OPEN
CLM0011923,POL004208,2025-01-30,65883.72,CLOSED
CLM0000302,POL000147,2026-04-07,77627.58,OPEN
CLM0007246,POL004591,2025-10-12,23375.64,DENIED
CLM0004785,POL000432,2025-02-22,14540.7,IN REVIEW
CLM0009473,POL001687,2025-08-21,54234.99,CLOSED
CLM0002576,POL003581,2025-03-04,41334.86,CLOSED
CLM0005285,POL003739,2024-06-20,63828.39,OPEN
CLM0009996,POL002701,2025-01-24,38854.64,OPEN
CLM0002482,POL001419,2026-07-15,695.36,CLOSED
CLM0007309,POL004859,2026-01-23,57150.43,CLOSED
CLM0009211,POL001972,2025-04-19,31606.89,OPEN
CLM0010197,POL003047,2026-01-10,35533.94,OPEN
CLM0011043,POL003832,2025-05-15,709.65,DENIED
CLM0001073,POL004789,2025-10-11,74452.73,IN REVIEW
CLM0004142,POL004911,2026-06-20,76212.34,OPEN
CLM0007318,POL002443,2025-01-07,40680.59,IN REVIEW
CLM0002882,POL000294,2025-08-12,7326.59,IN REVIEW
CLM0005177,POL002266,2024-11-03,29415.31,DENIED
CLM0005644,POL004452,2024-09-26,78001.64,IN REVIEW
CLM0001182,POL004175,N/A,14898.27,IN REVIEW
CLM0000765,POL973530,2024-12-01,2187.89,IN REVIEW
CLM0009656,POL004045,2026-06-22,30615.68,OPEN
CLM0005499,POL004296,2026-04-29,61335.95,IN REVIEW
CLM0001874,POL003150,2024-12-24,22195.35,OPEN
CLM0011698,POL004460,2026-01-31,62175.68,OPEN
CLM0011402,POL003420,2026-01-19,46556.96,CLOSED
CLM0009442,POL001689,2025-06-07,35344.29,OPEN
CLM0005302,POL004042,2025-04-08,65766.67,IN REVIEW
CLM0010670,POL000692,2026-03-26,23224.96,IN REVIEW
CLM0011017,POL003351,2024-06-05,14865.21,IN REVIEW
CLM0004587,POL003544,2026-02-07,79127.03,OPEN
CLM0006694,POL002989,2025-12-25,31750.22,IN REVIEW
CLM0002420,POL004306,2025-06-27,48177.33,OPEN
CLM0000562,POL004670,2026-03-18,39197.59,DENIED
CLM0002509,POL000693,2024-08-22,37521.76,CLOSED
CLM0004801,POL004925,2025-11-10,2095.47,OPEN
CLM0004617,POL001587,2025-08-04,15299.06,denied
CLM0003153,POL004954,0000-00-00,11143.54,OPEN
CLM0005460,POL002253,2024-12-26,8896.17,DENIED
CLM0000640,POL003561,2025-12-20,64509.89,DENIED
CLM0008198,POL002526,2026-07-19,71518.55,DENIED
CLM0006783,POL001936,2025-05-19,24914.46,CLOSED
CLM0004224,POL002278,2025-06-16,5894.14,DENIED
CLM0004386,POL003209,2025-10-23,12171.04,OPEN
CLM0008703,POL000692,2025-08-06,63510.2,OPEN
CLM0011618,POL000462,2024-08-01,25094.75,OPEN
CLM0004939,POL001148,2025-08-16,30260.91,DENIED
CLM0009416,POL001867,2024-10-07,22313.47,OPEN
CLM0009739,POL004728,2024-11-15,19381.24,CLOSED
CLM0007182,POL003002,2024-12-17,19966.86,DENIED
CLM0000864,POL001029,2025-06-16,39377.14,OPEN
CLM0008078,POL001542,2026-04-14,17039.21,OPEN
CLM0007584,POL000865,2026-03-24,44042.97,CLOSED
CLM0002159,POL000133,2024-07-07,34961.76,IN REVIEW
CLM0011914,POL003575,2025-09-04,76181.13,open
CLM0007364,POL001331,2025-10-23,39810.93,OPEN
CLM0006832,POL003438,2024-11-04,32903.35,CLOSED
CLM0009766,POL004568,2026-03-10,66231.89,IN REVIEW
CLM0000748,POL001461,2025-01-17,2027.24,DENIED
CLM0010028,POL003180,2025-09-28,57016.58,DENIED
CLM0011110,POL003393,2025-10-09,59266.74,CLOSED
CLM0006651,POL001895,2024-11-27,55769.23,IN REVIEW
CLM0009435,POL002997,2024-08-30,10741.46,DENIED
CLM0002586,POL002862,2025-08-18,62701.4,DENIED
CLM0011500,POL004081,2025-05-05,42949.98,OPEN
CLM0008482,POL000960,2026-01-25,11976.8,DENIED
CLM0000932,POL002173,2026-05-09,12482.83,DENIED
CLM0002323,POL001526,2025-05-26,890.44,IN REVIEW
CLM0011536,POL003123,2026-04-14,41310.79,OPEN
CLM0006092,POL001207,2024-06-06,59903.49,DENIED
CLM0009759,POL002585,2025-10-02,72240.65,DENIED
CLM0009175,POL003852,2025-12-26,17076.5,CLOSED
CLM0011623,POL003491,2025-07-22,58622.4,CLOSED
CLM0002359,POL002350,2025-12-20,51367.99,IN REVIEW
CLM0010508,POL000173,2025-11-09,78825.0,OPEN
CLM0010785,POL003807,2026-05-15,79226.52,IN REVIEW
CLM0011459,POL004027,2025-05-18,28704.1,CLOSED
CLM0002401,POL002655,2026-07-06,30115.63,CLOSED
CLM0004126,POL004193,2026-07-16,68996.21,DENIED
CLM0001257,POL004600,2025-09-17,75243.88,DENIED
CLM0011015,POL000491,2025-08-18,36013.89,IN REVIEW
CLM0005661,POL001699,2025-10-04,35280.04,IN REVIEW
CLM0000792,POL001587,2026-05-12,13282.45,IN REVIEW
CLM0010236,POL001594,2025-09-11,18227.44,OPEN
CLM0010044,POL002268,2025-07-08,29695.74,CLOSED
CLM0011400,POL907255,2025-11-12,9999999.99,OPEN
CLM0007402,POL000190,2025-10-09,26759.06,OPEN
CLM0009199,POL004015,2025-07-03,41340.89,IN REVIEW
CLM0005353,POL002150,2026-04-21,44217.13,CLOSED
CLM0000895,POL001457,2025-10-17,30404.54,DENIED
CLM0001218,POL000661,2026-04-13,49598.79,IN REVIEW
CLM0008294,POL004967,2025-03-29,30119.45,CLOSED
CLM0004561,POL001645,2026-04-20,58726.79,DENIED
CLM0000970,POL001665,2026-02-03,75554.71,IN REVIEW
CLM0010499,POL000999,2026-07-05,68671.92,IN REVIEW
CLM0002185,POL001706,2024-10-07,66031.06,OPEN
CLM0000038,POL002533,2024-08-24,39927.28,DENIED
CLM0010467,POL003738,2026-01-15,59742.47,OPEN
CLM0004560,POL002208,2025-09-24,72422.97,IN REVIEW
CLM0011901,POL004554,2024-10-22,34943.21,OPEN
CLM0004874,POL003707,2026-02-07,72419.42,DENIED
CLM0002782,POL000281,2026-07-15,70717.91,DENIED
CLM0004167,POL003659,2024-12-30,57045.21,IN REVIEW
CLM0007083,POL004195,2025-09-12,40838.38,OPEN
CLM0000834,POL001957,2025-08-20,6725.21,DENIED
CLM0010697,POL003915,2026-07-04,56750.58,OPEN
CLM0002330,POL000835,2026-06-30,9769.0,OPEN
CLM0000224,POL004676,2025-05-26,1483.1,OPEN
CLM0003019,POL001670,2024-11-14,13700.29,in review
CLM0008375,POL001225,2026-07-20,72820.28,DENIED
CLM0005922,POL001190,2025-06-13,2338.19,DENIED
CLM0011608,POL002670,2025-02-19,65659.06,OPEN
CLM0003604,POL004537,2024-08-25,25797.69,OPEN
CLM0008771,POL004471,2024-06-13,27412.14,OPEN
CLM0009559,POL001803,2026-07-13,40041.29,DENIED
CLM0007370,POL004157,2025-05-30,24190.43,DENIED
CLM0000343,POL004572,2026-03-21,12734.94,IN REVIEW
CLM0010746,POL002051,2025-10-24,47806.56,OPEN
CLM0005975,POL004444,2026-03-15,64825.38,IN REVIEW
CLM0005357,POL002602,2025-02-24,77909.57,CLOSED
CLM0007122,POL004686,2024-08-19,56085.94,DENIED
CLM0007016,POL001895,2026-04-28,25849.92,IN REVIEW
CLM0011107,POL000599,2025-05-03,21587.22,closed
CLM0005200,POL003648,2024-08-14,37770.97,closed
CLM0011572,POL002570,2025-01-02,41219.55,CLOSED
CLM0008094,POL003163,2025-08-09,58834.49,closed
CLM0002816,POL000954,2026-02-20,56450.55,OPEN
CLM0010436,POL001871,2024-07-25,49497.54,CLOSED
CLM0005523,POL001726,2025-06-19,57421.94,CLOSED
CLM0001918,POL000712,2025-09-21,42698.56,IN REVIEW
CLM0000752,POL001676,2025-08-03,53179.14,  CLOSED 
CLM0008872,POL004444,2025-03-25,35356.1,OPEN
CLM0003533,POL000908,2024-08-19,73338.38,IN REVIEW
CLM0009651,POL003269,2024-06-12,47240.75,IN REVIEW
CLM0011777,POL003053,2025-11-30,77068.52,IN REVIEW
CLM0010498,POL002229,2025-10-19,1616.93,DENIED
CLM0003502,POL004337,2025-06-18,57521.4,DENIED
CLM0009728,POL002093,2024-10-09,26829.61,CLOSED
CLM0006298,POL000392,2026-04-13,57846.45,CLOSED
CLM0005031,POL002560,2025-03-17,28573.84,CLOSED
CLM0008799,POL004816,2025-02-18,3770.7,DENIED
CLM0008107,POL002780,2026-06-17,71192.04,IN REVIEW
CLM0000106,POL001975,2026-06-14,33329.83,CLOSED
CLM0011942,POL003893,2025-03-03,77414.48,OPEN
CLM0002474,POL001138,2026-03-14,77988.99,CLOSED
CLM0006037,POL003180,2026-13-45,42562.66,CLOSED
CLM0007695,POL003911,2025-05-16,11105.99,IN REVIEW
CLM0005103,POL003789,2025-10-26,23295.67,DENIED
CLM0003508,POL001521,0000-00-00,49588.81,DENIED
CLM0003018,POL002005,2025-01-14,19352.36,OPEN
CLM0002101,POL004521,2024-08-12,47607.99,DENIED
CLM0006302,POL001965,2026-05-21,78784.58,DENIED
CLM0005390,POL002272,2024-11-12,12628.86,IN REVIEW
CLM0007198,POL003918,2025-07-11,42544.61,IN REVIEW
CLM0007291,POL004991,2026-04-02,10663.53,DENIED
CLM0003150,POL001008,2025-12-19,49027.88,CLOSED
CLM0006169,POL004061,2024-06-06,27131.19,CLOSED
CLM0007002,POL004930,2024-08-03,-64127.18,IN REVIEW
CLM0010921,POL002394,2026-01-12,53115.98,IN REVIEW
CLM0008720,POL001102,2025-06-09,43518.23,IN REVIEW
CLM0001532,POL001984,2024-07-18,33365.5,OPEN
CLM0005953,POL000217,2024-09-05,33204.28,OPEN
CLM0006168,POL004767,2025-08-04,38746.5,CLOSED
CLM0010455,POL004365,2024-12-08,64055.0,CLOSED
CLM0007176,POL004130,2025-06-18,20711.07,CLOSED
CLM0004843,POL963516,2026-07-10,28556.46,CLOSED
CLM0010275,POL002105,2024-11-12,36451.44,DENIED
CLM0007185,POL002131,2026-07-04,8891.81,IN REVIEW
CLM0009484,POL001165,2025-03-10,7068.48,IN REVIEW
CLM0004695,POL004493,2025-07-26,76291.81,OPEN
CLM0001981,POL000591,2024-09-12,37392.96,CLOSED
CLM0009088,POL003848,2025-03-17,18089.78,CLOSED
CLM0006285,POL003235,2024-06-12,15995.36,CLOSED
CLM0002040,POL002221,2026-02-15,74159.4,CLOSED
CLM0010425,POL003551,2025-12-07,66045.02,DENIED
CLM0007897,POL004804,2026-05-04,58524.19,OPEN
CLM0004836,POL000847,2024-10-28,38577.21,CLOSED
CLM0007278,POL001111,2025-05-27,63352.21,IN REVIEW
CLM0009939,POL003688,2025-03-11,44317.27,OPEN
CLM0004453,POL000428,2024-07-31,53194.31,CLOSED
CLM0000198,POL000765,2025-08-19,74134.95,DENIED
CLM0008990,POL003914,2024-07-07,27906.58,OPEN
CLM0010756,POL004011,2026-13-45,15916.75,DENIED
CLM0005449,POL000861,2025-06-21,65566.9,OPEN
CLM0007941,POL000029,2024-12-09,4348.02,DENIED
CLM0001431,POL001387,2025-10-27,24078.66,CLOSED
CLM0009196,POL001369,2025-03-17,19247.03,CLOSED
CLM0009627,POL001290,2026-03-04,48355.78,CLOSED
CLM0001267,POL004935,2025-05-18,69075.94,OPEN
CLM0002646,POL001922,2024-10-15,63800.19,OPEN
CLM0005324,POL000238,2024-11-16,41337.6,CLOSED
CLM0008803,POL004987,2025-06-13,722.52,OPEN
CLM0004829,POL001095,2026-06-27,5053.61,CLOSED
CLM0000119,POL003531,2026-07-19,2224.06,IN REVIEW
CLM0003289,POL001907,2026-04-06,73803.93,OPEN
CLM0004742,POL001132,2026-04-17,13479.27,CLOSED
CLM0000235,POL001224,2026-05-22,19047.88,OPEN
CLM0008202,POL001398,2024-07-09,64488.55,OPEN
CLM0008580,POL001240,2026-01-05,35835.73,CLOSED
CLM0005377,POL002284,2026-04-22,13696.38,OPEN
CLM0000443,POL004779,2025-11-20,10740.58,CLOSED
CLM0003900,POL004833,2026-03-06,69980.7,CLOSED
CLM0007726,POL003965,2024-08-30,51267.97,OPEN
CLM0002889,POL000644,2025-07-03,79181.26,DENIED
CLM0008664,POL001731,2024-07-13,32401.84,OPEN
CLM0011862,POL004354,2025-11-18,31882.99,DENIED
CLM0002089,POL003710,2024-11-07,0,CLOSED
CLM0007015,POL003360,2025-11-11,21671.16,DENIED
CLM0007254,POL002506,2025-09-09,25975.57,IN REVIEW
CLM0000743,POL004911,2026-02-26,74966.86,IN REVIEW
CLM0005646,POL002387,2024-09-29,61932.39,OPEN
CLM0002206,POL004382,2026-03-04,57480.66,CLOSED
CLM0005471,POL000304,2024-06-13,29501.12,CLOSED
CLM0001745,POL004506,2024-08-08,46801.49,OPEN
CLM0001317,POL002718,2024-11-03,59650.79,CLOSED
CLM0010858,POL004555,2026-07-14,71890.0,IN REVIEW
CLM0005467,POL003477,2026-02-17,77152.98,CLOSED
CLM0006045,POL000944,2025-07-26,49107.35,CLOSED
CLM0004145,POL000612,2025-01-03,25140.53,DENIED
CLM0006186,POL003695,2024-06-15,53995.37,IN REVIEW
CLM0003197,POL000894,2025-02-28,56261.27,OPEN
CLM0000886,POL002805,2026-01-13,50697.39,DENIED
CLM0003479,POL000983,2026-06-11,35558.4,CLOSED
CLM0005003,POL001092,2024-12-08,46916.45,DENIED
CLM0003654,POL002592,2025-08-18,2603.16,IN REVIEW
CLM0009582,POL001568,2026-04-23,58084.88,denied
CLM0010737,POL002437,2025-07-15,64027.03,CLOSED
CLM0003861,POL004261,2025-07-27,55680.69,CLOSED
CLM0011607,POL002024,2025-04-16,68021.6,CLOSED
CLM0008014,POL001447,2024-06-30,26671.73,OPEN
CLM0008831,POL000199,N/A,25532.47,IN REVIEW
CLM0001118,POL003117,,65724.28,CLOSED
CLM0009420,POL004277,2025-10-15,51141.89,OPEN
CLM0004704,POL003175,2025-09-23,66087.78,DENIED
CLM0010829,POL000222,2026-06-24,38664.03,CLOSED
CLM0003590,POL002145,2026-05-02,71192.07,OPEN
CLM0009114,POL003095,2025-06-01,1423.2,IN REVIEW
CLM0011241,POL001423,2025-06-08,54570.51,IN REVIEW
CLM0009753,POL003793,2024-10-11,64904.87,  CLOSED 
CLM0008598,POL004276,2025-02-09,67356.75,CLOSED
CLM0003246,POL003935,2024-08-27,18650.39,IN REVIEW
CLM0006145,POL003473,2025-04-03,899.89,OPEN
CLM0003917,POL003718,2025-05-12,69602.18,CLOSED
CLM0000442,POL004469,2025-10-24,8755.37,DENIED
CLM0002658,POL004983,2025-04-07,44857.75,OPEN
CLM0006047,POL000295,2026-13-45,54677.58,CLOSED
CLM0002789,POL001576,2025-09-11,22907.23,DENIED
CLM0010423,POL000894,2025-09-03,24722.67,IN REVIEW
CLM0001208,POL001777,2025-06-28,39110.2,  DENIED 
CLM0010371,POL003247,2024-12-12,0,OPEN
CLM0001734,POL002982,2025-12-25,49444.18,CLOSED
CLM0009252,POL002954,2026-05-03,11457.08,CLOSED
CLM0004608,POL000808,2026-05-30,35014.31,IN REVIEW
CLM0002616,POL000567,2025-08-04,53497.39,OPEN
CLM0010093,POL004436,2025-11-30,10517.57,OPEN
CLM0002710,POL001855,2026-06-12,63955.87,IN REVIEW
CLM0000185,POL002026,2026-01-06,66789.42,IN REVIEW
CLM0011924,POL004534,2025-02-17,12693.74,DENIED
CLM0009407,POL000502,2024-07-22,54584.27,IN REVIEW
CLM0001601,POL004142,2025-09-03,34718.35,OPEN
CLM0006252,POL002016,2024-09-12,46606.4,DENIED
CLM0000725,POL004132,2025-12-02,28405.81,IN REVIEW
CLM0002135,POL003124,2025-11-12,23242.76,CLOSED
CLM0004097,POL004443,2024-08-21,76236.78,DENIED
CLM0003391,POL001305,2025-01-02,4902.71,OPEN
CLM0006520,POL001682,2024-07-12,19569.7,OPEN
CLM0009244,POL001824,2025-02-02,23270.38,DENIED
CLM0011982,POL001945,2025-05-26,51123.38,IN REVIEW
CLM0009170,POL000294,2026-05-08,63908.7,open
CLM0001587,POL004705,2025-09-27,4695.34,IN REVIEW
CLM0009375,POL002257,2026-04-20,59946.34,IN REVIEW
CLM0007142,POL003712,2026-02-03,33091.41,DENIED
CLM0000213,POL000644,2025-12-16,72813.44,OPEN
CLM0003372,POL000236,2025-09-05,51842.54,CLOSED
CLM0009999,POL004131,2025-11-30,70082.26,DENIED
CLM0009932,POL000765,2025-09-14,27275.38,DENIED
CLM0005640,POL001929,2024-08-01,6484.55,DENIED
CLM0005183,POL002432,2025-06-02,19759.36,OPEN
CLM0009600,POL003769,2026-05-13,22499.43,OPEN
CLM0009732,POL003955,0000-00-00,63613.63,CLOSED
CLM0004146,POL002057,2026-06-25,31356.12,IN REVIEW
CLM0002345,POL001671,2025-02-04,17483.61,CLOSED
CLM0007734,POL002690,2026-04-13,72301.28,DENIED
CLM0001334,POL002735,2024-08-10,36782.92,DENIED
CLM0007617,POL003911,2024-07-18,33368.73,IN REVIEW
CLM0003949,POL001367,2025-08-09,69930.5,CLOSED
CLM0005971,POL001556,2025-10-29,47259.4,  OPEN 
CLM0002797,POL003131,2025-11-17,53603.4,CLOSED
CLM0010215,POL003505,2025-07-12,3681.13,CLOSED
CLM0006575,POL003547,2025-04-19,35899.84,DENIED
CLM0002120,POL001380,2026-01-04,18627.79,CLOSED
CLM0003664,POL004154,2025-03-11,72454.8,in review
CLM0002902,POL001416,2025-03-14,42441.67,DENIED
CLM0000737,POL002393,2024-08-01,31591.72,OPEN
CLM0002872,POL004898,2024-08-04,11395.23,IN REVIEW
CLM0009548,POL002757,2024-06-18,24126.31,CLOSED
CLM0005924,POL003750,2025-09-08,8735.15,IN REVIEW
CLM0007917,POL001882,2025-01-15,45267.28,CLOSED
CLM0008504,POL003036,2026-05-03,53768.55,CLOSED
CLM0000245,POL960062,2024-07-05,46939.03,IN REVIEW
CLM0004924,POL003513,2026-04-12,16030.15,CLOSED
CLM0010199,POL002341,2026-01-21,58140.04,IN REVIEW
CLM0011671,POL004704,2025-09-28,41548.16,DENIED
CLM0002402,POL003997,2025-12-25,65626.76,OPEN
CLM0010705,POL003461,2025-08-02,30553.69,DENIED
CLM0011070,POL001844,2024-07-22,23719.68,DENIED
CLM0006609,POL004394,2025-05-31,6664.78,IN REVIEW
CLM0001893,POL003671,2024-12-25,2967.83,OPEN
CLM0005306,POL000628,2024-06-01,982.83,CLOSED
CLM0002504,POL000791,2025-10-29,56641.4,OPEN
CLM0004254,POL001817,2024-08-28,12107.86,IN REVIEW
CLM0009345,POL003756,2024-12-15,55524.0,DENIED
CLM0006962,POL004926,2026-13-45,46741.77,IN REVIEW
CLM0004854,POL003499,2025-08-19,62545.93,CLOSED
CLM0002468,POL003972,2026-07-11,1532.32,DENIED
CLM0005173,POL004099,2026-03-16,4845.06,OPEN
CLM0010437,POL001494,2025-05-12,31044.42,IN REVIEW
CLM0003667,POL000367,2026-05-24,13979.25,CLOSED
CLM0004806,POL004458,2026-04-25,39630.16,DENIED
CLM0011798,POL004700,2025-02-28,12677.66,DENIED
CLM0006030,POL000262,2026-04-17,16161.02,DENIED
