policy_id,broker_id,product,start_date,end_date,premium,status,extract_date
POL004542,BRK0049,Cyber,2025-11-15,2026-11-15,3970.89,ACTIVE,2026-08-15
POL004208,BRK0007,Commercial Auto,2025-05-29,2026-05-29,4189.79,CANCELLED,2026-08-15
POL001062,BRK0031,General Liability,2024-05-23,,4842.3,ACTIVE,2026-08-15
POL004762,BRK0018,General Liability,2024-07-27,2025-07-27,8818.58,CANCELLED,2026-08-15
POL001473,BRK0040,General Liability,2026-04-02,2027-04-02,23436.96,LAPSED,2026-08-15
POL000294,BRK0040,Marine,2024-12-06,2025-12-06,20479.15,LAPSED,2026-08-15
POL003426,BRK0034,General Liability,2025-01-15,2026-01-15,24208.3,LAPSED,2026-08-15
POL001925,BRK0024,Commercial Auto,2024-12-07,2025-12-07,23231.97,RENEWED,2026-08-15
POL003435,BRK0043,General Liability,2025-12-13,2026-12-13,3822.48,CANCELLED,2026-08-15
POL000839,BRK0031,Cyber,2024-12-30,2025-12-30,4110.67,RENEWED,2026-08-15
POL002510,BRK0014,Commercial Auto,2024-08-08,2025-08-08,11976.93,ACTIVE,2026-08-15
POL001290,BRK0021,Property,2024-01-31,2025-01-30,7055.97,RENEWED,2026-08-15
POL004102,BRK0047,General Liability,2025-05-18,2026-05-18,4812.06,RENEWED,2026-08-15
POL000533,BRK0047,General Liability,2024-06-20,2025-06-20,9766.18,LAPSED,2026-08-15
POL001498,BRK0030,Commercial Auto,2025-08-02,2026-08-02,5947.4,RENEWED,2026-08-15
POL001661,BRK0018,Commercial Auto,2025-11-12,2026-11-12,15362.7,RENEWED,2026-08-15
POL003795,BRK0036,Marine,2026-06-16,2027-06-16,14978.08,CANCELLED,2026-08-15
POL002243,BRK0041,Commercial Auto,2025-11-11,2026-11-11,3388.89,ACTIVE,2026-08-15
POL004614,BRK0016,Property,2026-03-17,2027-03-17,7305.58,ACTIVE,2026-08-15
POL003258,BRK0017,Cyber,2024-05-29,2025-05-29,25776.17,LAPSED,2026-08-15
POL004647,BRK0031,Cyber,2025-03-20,2026-03-20,2716.17,ACTIVE,2026-08-15
POL002647,BRK0017,  General Liability ,2025-01-21,2026-01-21,22385.88,RENEWED,2026-08-15
POL000814,BRK0018,Marine,2026-02-22,2027-02-22,14736.11,RENEWED,2026-08-15
POL000919,BRK0006,Marine,2024-02-16,2025-02-15,11647.45,RENEWED,2026-08-15
POL004969,BRK0036,Marine,2024-10-21,2025-10-21,1646.79,CANCELLED,2026-08-15
POL004180,BRK0023,Commercial Auto,2024-10-22,2025-10-22,1699.35,LAPSED,2026-08-15
POL001883,BRK0002,Marine,2024-11-25,2025-11-25,5534.0,LAPSED,2026-08-15
POL003625,BRK0016,General Liability,2024-07-22,2025-07-22,5022.31,LAPSED,2026-08-15
POL003365,BRK0022,Commercial Auto,2024-11-14,2025-11-14,13726.4,LAPSED,2026-08-15
POL000693,BRK0029,Commercial Auto,2026-03-02,2027-03-02,23978.3,ACTIVE,2026-08-15
POL001943,BRK0033,Cyber,2024-09-02,2025-09-02,4922.57,ACTIVE,2026-08-15
POL002796,BRK0005,Marine,2026-06-08,N/A,20252.47,ACTIVE,2026-08-15
POL002405,BRK0020,Marine,2025-04-25,2026-04-25,14759.99,LAPSED,2026-08-15
POL004476,BRK0041,Property,2025-11-17,2026-11-17,13141.33,RENEWED,2026-08-15
POL003806,BRK0020,Marine,2025-08-04,2026-08-04,18082.59,LAPSED,2026-08-15
POL004106,BRK0020,General Liability,2024-07-17,2025-07-17,11217.85,LAPSED,2026-08-15
POL003949,BRK0049,Property,2024-09-17,2025-09-17,15580.49,CANCELLED,2026-08-15
POL000309,BRK0028,Marine,2025-07-27,2026-07-27,16191.73,RENEWED,2026-08-15
POL004861,BRK0014,Marine,2026-04-08,2027-04-08,18141.03,CANCELLED,2026-08-15
POL002697,BRK0047,Marine,2026-01-31,2027-01-31,9302.35,CANCELLED,2026-08-15
POL000269,BRK0049,Marine,2024-09-20,2025-09-20,4621.72,CANCELLED,2026-08-15
POL002595,BRK0039,Marine,2025-09-17,2026-09-17,19318.9,LAPSED,2026-08-15
POL002787,BRK0039,Marine,2025-05-27,2026-05-27,11190.19,ACTIVE,2026-08-15
POL004216,BRK0003,Cyber,2025-12-26,2026-12-26,8363.35,RENEWED,2026-08-15
POL004320,BRK0010,Marine,2025-11-10,2026-11-10,20990.92,RENEWED,2026-08-15
POL004773,BRK0004,Commercial Auto,2026-02-01,2026-13-45,18541.34,RENEWED,2026-08-15
POL001899,BRK0025,property,2024-03-09,2025-03-09,18979.33,RENEWED,2026-08-15
POL002765,BRK0019,Marine,2025-12-16,2026-12-16,23425.09,CANCELLED,2026-08-15
POL004556,BRK0049,  Marine ,2024-04-04,2025-04-04,3962.72,CANCELLED,2026-08-15
POL002103,BRK0007,Commercial Auto,,2026-11-25,10836.54,CANCELLED,2026-08-15
POL002682,BRK0038,General Liability,2024-08-07,2025-08-07,23444.72,ACTIVE,2026-08-15
POL003117,BRK0007,Commercial Auto,2026-01-28,2027-01-28,12269.79,ACTIVE,2026-08-15
POL000660,BRK0042,Marine,2025-04-19,2026-04-19,14843.47,LAPSED,2026-08-15
POL001616,BRK0028,General Liability,2024-06-16,2025-06-16,1168.76,RENEWED,2026-08-15
POL003991,BRK0031,Property,2024-07-09,2025-07-09,18198.19,LAPSED,2026-08-15
POL004509,BRK0037,Property,2025-06-29,2026-06-29,1410.9,ACTIVE,2026-08-15
POL002336,BRK0032,Cyber,2024-04-01,2025-04-01,4442.49,CANCELLED,2026-08-15
POL001224,BRK0006,Cyber,2025-01-28,2026-01-28,20376.66,LAPSED,2026-08-15
POL003600,BRK0019,General Liability,2025-05-26,2026-05-26,1126.95,LAPSED,2026-08-15
POL003452,BRK0005,Cyber,2024-04-05,2025-04-05,20976.48,LAPSED,2026-08-15
POL000004,BRK0004,Cyber,2024-02-28,2025-02-27,1893.55,ACTIVE,2026-08-15
POL000753,BRK0035,Property,2025-11-25,2026-11-25,18518.76,RENEWED,2026-08-15
POL004842,BRK0017,Marine,2025-02-01,2026-02-01,8182.8,RENEWED,2026-08-15
POL001014,BRK0034,Cyber,2024-01-09,2025-01-08,20570.0,ACTIVE,2026-08-15
POL003316,BRK0016,Marine,2025-02-22,2026-02-22,1102.08,RENEWED,2026-08-15
POL001221,BRK0028,General Liability,2025-08-14,2026-08-14,18631.47,CANCELLED,2026-08-15
POL000792,BRK0013,COMMERCIAL AUTO,2024-10-25,2025-10-25,8729.0,CANCELLED,2026-08-15
POL002089,BRK0022,Commercial Auto,2025-08-08,2026-08-08,13765.97,LAPSED,2026-08-15
POL001865,BRK0037,Property,2024-09-02,2025-09-02,13182.96,RENEWED,2026-08-15
POL003956,BRK0040,Commercial Auto,2025-08-25,2026-08-25,8766.53,RENEWED,2026-08-15
POL003937,BRK0005,Property,2025-10-13,2026-10-13,22441.67,LAPSED,2026-08-15
POL002886,BRK0044,Property,2024-03-30,2025-03-30,15236.85,ACTIVE,2026-08-15
POL000896,BRK0032,General Liability,2025-05-30,2026-05-30,13495.38,LAPSED,2026-08-15
POL002855,BRK0018,Marine,2026-04-18,2027-04-18,3222.71,LAPSED,2026-08-15
POL001969,BRK0020,Property,2024-02-26,2025-02-25,7376.37,RENEWED,2026-08-15
POL001397,BRK0004,general liability,2025-06-29,2026-06-29,18984.71,CANCELLED,2026-08-15
POL003094,BRK0009,Property,2024-05-17,2025-05-17,14915.39,ACTIVE,2026-08-15
POL000688,BRK0002,Marine,2025-06-02,2026-06-02,14940.83,LAPSED,2026-08-15
POL001385,BRK0028,Cyber,2025-12-19,2026-12-19,24572.1,CANCELLED,2026-08-15
POL002664,BRK0030,property,2025-04-06,2026-04-06,17408.46,CANCELLED,2026-08-15
POL000526,BRK0031,CYBER,2025-05-13,2026-05-13,13106.26,CANCELLED,2026-08-15
POL000830,BRK0007,Property,2026-01-12,2027-01-12,17604.26,LAPSED,2026-08-15
POL002535,BRK0039,General Liability,2024-06-12,2025-06-12,12701.2,CANCELLED,2026-08-15
POL002591,BRK0027,  Commercial Auto ,2024-06-14,2025-06-14,22269.61,ACTIVE,2026-08-15
POL002379,BRK0015,General Liability,2026-03-19,,14497.28,RENEWED,2026-08-15
POL002126,BRK0040,Marine,2024-01-27,2025-01-26,2055.29,RENEWED,2026-08-15
POL002879,BRK0008,  Marine ,2026-04-28,2027-04-28,17653.89,ACTIVE,2026-08-15
POL004792,BRK0025,Property,2024-05-12,2025-05-12,7754.15,LAPSED,2026-08-15
POL001644,BRK0033,Property,2025-02-11,2026-02-11,5367.59,CANCELLED,2026-08-15
POL003457,BRK0047,Cyber,2024-09-12,2025-09-12,14084.88,CANCELLED,2026-08-15
POL003602,BRK0048,Commercial Auto,2025-03-24,2026-03-24,7107.9,ACTIVE,2026-08-15
POL004577,BRK0023,  Property ,2024-01-27,2025-01-26,11602.81,ACTIVE,2026-08-15
POL002190,BRK0039,Commercial Auto,2024-04-05,2025-04-05,4218.79,LAPSED,2026-08-15
POL000278,BRK0011,Commercial Auto,2025-12-20,2026-12-20,14363.49,ACTIVE,2026-08-15
POL002247,BRK0041,Commercial Auto,2024-10-26,2025-10-26,7434.48,RENEWED,2026-08-15
POL002390,BRK0007,Marine,2025-08-02,2026-08-02,13393.05,LAPSED,2026-08-15
POL003883,BRK0039,Property,2025-08-14,2026-08-14,17550.33,ACTIVE,2026-08-15
POL003210,BRK0003,GENERAL LIABILITY,2024-08-19,2025-08-19,22668.12,ACTIVE,2026-08-15
POL004593,BRK0036,General Liability,2025-10-28,2026-10-28,23883.54,CANCELLED,2026-08-15
POL004850,BRK0038,Commercial Auto,2025-02-19,2026-02-19,18952.07,ACTIVE,2026-08-15
POL004506,BRK0043,Commercial Auto,2024-05-13,2025-05-13,13307.0,RENEWED,2026-08-15
POL000066,BRK0016,Commercial Auto,2024-03-28,2025-03-28,15651.25,RENEWED,2026-08-15
POL000334,BRK0018,Commercial Auto,2024-06-11,2025-06-11,22643.11,LAPSED,2026-08-15
POL002043,BRK0041,Marine,2024-10-25,2025-10-25,7619.99,ACTIVE,2026-08-15
POL003114,BRK0028,Cyber,2024-05-26,2025-05-26,2266.5,CANCELLED,2026-08-15
POL002662,BRK0009,Marine,2025-07-12,2026-07-12,1468.22,CANCELLED,2026-08-15
POL000962,BRK0014,Marine,2025-12-12,2026-12-12,9548.64,ACTIVE,2026-08-15
POL002198,BRK0038,Property,2024-01-18,2025-01-17,18178.57,ACTIVE,2026-08-15
POL000308,BRK0007,Property,2025-10-25,2026-10-25,14021.8,CANCELLED,2026-08-15
POL003708,BRK0017,Cyber,2025-01-09,2026-01-09,15190.09,ACTIVE,2026-08-15
POL002401,BRK0007,Property,2025-12-13,2026-12-13,19102.95,ACTIVE,2026-08-15
POL001689,BRK0005,cyber,2026-03-04,2027-03-04,7228.37,ACTIVE,2026-08-15
POL001926,BRK0014,Marine,2025-08-25,2026-08-25,18751.87,CANCELLED,2026-08-15
POL003033,BRK0005,Cyber,2025-10-15,2026-10-15,20621.09,RENEWED,2026-08-15
POL000193,BRK0037,Commercial Auto,2026-04-23,2027-04-23,11912.91,CANCELLED,2026-08-15
POL004443,BRK0012,Commercial Auto,2024-01-04,2025-01-03,10039.96,LAPSED,2026-08-15
POL001141,BRK0045,Commercial Auto,2025-02-19,2026-02-19,13487.15,ACTIVE,2026-08-15
POL002569,BRK0005,Cyber,2026-02-27,2027-02-27,3361.08,ACTIVE,2026-08-15
POL004830,BRK0035,General Liability,2025-05-22,,12801.61,RENEWED,2026-08-15
POL000369,BRK0046,cyber,2026-04-26,2027-04-26,23189.7,CANCELLED,2026-08-15
POL001097,BRK0020,Marine,2025-08-23,2026-08-23,3177.21,CANCELLED,2026-08-15
POL003491,BRK0005,General Liability,2024-03-31,2025-03-31,5595.04,ACTIVE,2026-08-15
POL001682,BRK0021,Commercial Auto,2025-07-02,2026-07-02,18080.33,LAPSED,2026-08-15
POL003124,BRK0016,Cyber,2024-06-11,2025-06-11,6739.33,LAPSED,2026-08-15
POL002157,BRK0021,GENERAL LIABILITY,2026-03-29,2027-03-29,13283.78,RENEWED,2026-08-15
POL000188,BRK0008,Property,2024-07-23,2025-07-23,11405.22,ACTIVE,2026-08-15
POL004590,BRK0022,Commercial Auto,2024-11-06,2025-11-06,22580.79,RENEWED,2026-08-15
POL002211,BRK0008,Cyber,2026-02-26,2027-02-26,18548.74,RENEWED,2026-08-15
POL004486,BRK0027,Property,2025-08-18,2026-08-18,17747.98,ACTIVE,2026-08-15
POL003022,BRK0009,Commercial Auto,2025-02-14,2026-02-14,18445.15,RENEWED,2026-08-15
POL004816,BRK0048,Commercial Auto,2026-03-01,2027-03-01,5505.81,CANCELLED,2026-08-15
POL001603,BRK0045,General Liability,2026-06-10,2027-06-10,17645.95,CANCELLED,2026-08-15
POL000423,BRK0017,Commercial Auto,2026-05-07,2027-05-07,14520.32,LAPSED,2026-08-15
POL004199,BRK0005,Marine,2026-06-18,2027-06-18,8817.24,LAPSED,2026-08-15
POL004293,BRK0034,Property,2025-04-10,2026-04-10,13507.25,CANCELLED,2026-08-15
POL003754,BRK0049,Commercial Auto,2024-09-11,2025-09-11,5632.97,LAPSED,2026-08-15
POL002469,BRK0020,Commercial Auto,2024-06-02,2025-06-02,11034.91,RENEWED,2026-08-15
POL001933,BRK0017,Property,2025-09-12,2026-09-12,15358.85,CANCELLED,2026-08-15
POL003674,BRK0036,Marine,2025-05-06,2026-05-06,10223.74,LAPSED,2026-08-15
POL004536,BRK0002,General Liability,2024-10-30,2025-10-30,16410.39,LAPSED,2026-08-15
POL004245,BRK0036,General Liability,2026-01-25,2027-01-25,6545.23,LAPSED,2026-08-15
POL004831,BRK0032,Cyber,2026-02-19,2027-02-19,17278.96,RENEWED,2026-08-15
POL003664,BRK0043,commercial auto,2024-03-12,2025-03-12,3518.47,RENEWED,2026-08-15
POL002874,BRK0012,Marine,2026-01-22,2027-01-22,15162.82,ACTIVE,2026-08-15
POL003903,BRK0040,Marine,2024-10-18,2025-10-18,3921.53,LAPSED,2026-08-15
POL003442,BRK0007,Cyber,2024-01-15,2025-01-14,4620.8,CANCELLED,2026-08-15
POL004295,BRK0022,General Liability,0000-00-00,2027-06-05,15694.68,RENEWED,2026-08-15
POL003314,BRK0027,General Liability,2025-04-30,2026-04-30,20401.21,RENEWED,2026-08-15
POL004912,BRK0049,Cyber,2024-09-29,2025-09-29,8869.29,RENEWED,2026-08-15
POL001690,BRK0012,Commercial Auto,2026-05-05,2027-05-05,2683.09,RENEWED,2026-08-15
POL003287,BRK0050,  General Liability ,2024-10-21,2025-10-21,23436.14,CANCELLED,2026-08-15
POL000205,BRK0020,marine,2025-05-25,2026-05-25,5771.04,CANCELLED,2026-08-15
POL002210,BRK0007,Property,2026-05-11,2027-05-11,3208.73,ACTIVE,2026-08-15
POL000951,BRK0023,Marine,2025-12-15,2026-12-15,15445.68,LAPSED,2026-08-15
POL002964,BRK0036,marine,2025-05-12,2026-05-12,23239.1,ACTIVE,2026-08-15
POL004666,BRK0012,General Liability,2025-05-31,2026-05-31,22171.85,ACTIVE,2026-08-15
POL000623,BRK0017,General Liability,2024-05-21,2025-05-21,7857.41,RENEWED,2026-08-15
POL002182,BRK0017,Cyber,2024-02-15,2025-02-14,11907.25,RENEWED,2026-08-15
POL004240,BRK0022,Cyber,2024-07-29,2025-07-29,14279.33,ACTIVE,2026-08-15
POL004113,BRK0032,Marine,2024-05-19,2025-05-19,13553.36,CANCELLED,2026-08-15
POL003323,BRK0002,Commercial Auto,2024-11-20,2025-11-20,19443.56,ACTIVE,2026-08-15
POL000397,BRK0029,Commercial Auto,2024-06-15,2025-06-15,6897.63,ACTIVE,2026-08-15
POL003364,BRK0016,Cyber,2026-03-20,2027-03-20,12604.76,ACTIVE,2026-08-15
POL000939,BRK0049,Commercial Auto,2026-05-11,2027-05-11,21530.49,ACTIVE,2026-08-15
POL004167,BRK0001,cyber,2025-05-09,2026-05-09,21341.9,LAPSED,2026-08-15
POL000249,BRK0023,Commercial Auto,2025-10-31,2026-10-31,20488.44,ACTIVE,2026-08-15
POL003546,BRK0049,Cyber,2024-03-22,0000-00-00,3470.7,CANCELLED,2026-08-15
POL002495,BRK0047,Cyber,2024-05-31,2025-05-31,22482.35,CANCELLED,2026-08-15
POL003887,BRK0045,  Property ,,2026-02-09,12662.82,CANCELLED,2026-08-15
POL000092,BRK0040,Marine,2024-12-12,2025-12-12,21553.88,RENEWED,2026-08-15
POL002041,BRK0020,property,2025-02-21,2026-02-21,18195.11,RENEWED,2026-08-15
POL003070,BRK0018,General Liability,2025-06-12,2026-06-12,13666.18,ACTIVE,2026-08-15
POL001105,BRK0001,Marine,2025-06-18,2026-06-18,23337.15,RENEWED,2026-08-15
POL000904,BRK0050,Cyber,2025-06-22,2026-06-22,13477.23,ACTIVE,2026-08-15
POL004186,BRK0039,Cyber,2025-03-18,2026-03-18,20910.72,ACTIVE,2026-08-15
POL002366,BRK0001,Marine,2024-02-19,2025-02-18,7949.53,ACTIVE,2026-08-15
POL000161,BRK0048,Marine,2026-02-09,2027-02-09,19717.07,LAPSED,2026-08-15
POL004522,BRK0049,Commercial Auto,2025-05-21,2026-05-21,3088.43,RENEWED,2026-08-15
POL001528,BRK0022,Cyber,2025-12-30,2026-12-30,10889.6,RENEWED,2026-08-15
POL004316,BRK0046,General Liability,2026-04-24,2027-04-24,20512.22,ACTIVE,2026-08-15
POL003532,BRK0002,Cyber,2024-05-29,2025-05-29,23343.77,ACTIVE,2026-08-15
POL004815,BRK0017,Cyber,2024-08-01,2025-08-01,6627.9,CANCELLED,2026-08-15
POL001910,BRK0026,General Liability,2025-04-04,2026-04-04,7480.72,ACTIVE,2026-08-15
POL002038,BRK0041,General Liability,2024-09-24,2025-09-24,12104.22,LAPSED,2026-08-15
POL000064,BRK0019,Marine,2025-08-10,2026-08-10,6685.72,RENEWED,2026-08-15
POL002303,BRK0029,Property,2024-10-07,2025-10-07,21615.27,RENEWED,2026-08-15
POL003737,BRK0043,Cyber,2025-11-18,2026-11-18,6317.44,LAPSED,2026-08-15
POL003581,BRK0007,General Liability,2024-11-02,2025-11-02,3454.66,CANCELLED,2026-08-15
POL000061,BRK0031,General Liability,2026-01-26,2027-01-26,7433.47,ACTIVE,2026-08-15
POL002022,BRK0012,Commercial Auto,2026-04-27,2027-04-27,20170.32,LAPSED,2026-08-15
POL000149,BRK0042,Commercial Auto,2024-03-19,2025-03-19,14080.75,ACTIVE,2026-08-15
POL004925,BRK0041,Property,2026-04-23,2027-04-23,18605.15,LAPSED,2026-08-15
POL001747,BRK0002,Marine,2025-04-03,2026-04-03,24701.47,CANCELLED,2026-08-15
POL001771,BRK0038,property,2024-08-21,2025-08-21,8447.01,RENEWED,2026-08-15
POL001499,BRK0011,Commercial Auto,2026-02-24,2027-02-24,18244.78,LAPSED,2026-08-15
POL000829,BRK0038,Commercial Auto,2024-04-11,2025-04-11,5494.22,RENEWED,2026-08-15
POL002300,BRK0042,General Liability,2024-01-16,2025-01-15,11684.09,CANCELLED,2026-08-15
POL003233,BRK0010,General Liability,2024-07-31,2025-07-31,21360.69,RENEWED,2026-08-15
POL000402,BRK0024,Commercial Auto,2024-02-25,2025-02-24,15205.28,LAPSED,2026-08-15
POL001490,BRK0041,Commercial Auto,2024-10-07,2025-10-07,28364.93,RENEWED,2026-08-15
POL002489,BRK0049,Cyber,2025-06-22,2026-06-22,12762.35,LAPSED,2026-08-15
POL003121,BRK0025,Property,2025-01-16,2026-01-16,15541.76,ACTIVE,2026-08-15
POL002559,BRK0050,Cyber,2025-11-06,2026-11-06,13582.56,RENEWED,2026-08-15
POL001441,BRK0041,Commercial Auto,2024-07-22,2025-07-22,578.34,ACTIVE,2026-08-15
POL000788,BRK0040,General Liability,2025-04-07,2026-04-07,23551.46,ACTIVE,2026-08-15
POL004064,BRK0044,General Liability,2025-10-09,2026-10-09,17026.9,RENEWED,2026-08-15
POL003619,BRK0024,Property,2025-01-21,2026-01-21,7517.05,ACTIVE,2026-08-15
POL002915,BRK0011,Marine,2024-07-07,2025-07-07,10254.8,RENEWED,2026-08-15
POL002872,BRK0033,Property,2025-08-29,2026-08-29,16813.86,ACTIVE,2026-08-15
POL003893,BRK0041,Cyber,2025-10-03,2026-10-03,18535.66,ACTIVE,2026-08-15
POL002942,BRK0005,Cyber,2025-09-11,2026-09-11,13842.92,ACTIVE,2026-08-15
POL000215,BRK0031,General Liability,2025-09-03,2026-09-03,14652.04,ACTIVE,2026-08-15
POL001914,BRK0040,Marine,2024-04-05,2025-04-05,796.81,LAPSED,2026-08-15
POL000353,BRK0028,General Liability,2024-12-09,2025-12-09,15874.55,RENEWED,2026-08-15
POL001144,BRK0011,Commercial Auto,2025-10-30,2026-10-30,24508.25,CANCELLED,2026-08-15
POL003683,BRK0047,Marine,2024-03-25,2025-03-25,10259.55,RENEWED,2026-08-15
POL003696,BRK0028,Property,2024-03-20,2025-03-20,15237.78,ACTIVE,2026-08-15
POL001219,BRK0046,Commercial Auto,2026-04-10,2027-04-10,19555.71,LAPSED,2026-08-15
POL000054,BRK0006,General Liability,2026-04-30,2027-04-30,15453.13,RENEWED,2026-08-15
POL000211,BRK0003,  Commercial Auto ,2025-05-27,2026-05-27,11696.22,LAPSED,2026-08-15
POL003917,BRK0044,Commercial Auto,2024-12-11,2025-12-11,11075.82,RENEWED,2026-08-15
POL001852,BRK0010,General Liability,2024-07-26,,12999.8,ACTIVE,2026-08-15
POL001670,BRK0020,Commercial Auto,2024-11-20,2025-11-20,15551.43,CANCELLED,2026-08-15
POL000933,BRK0031,Property,2026-03-26,2027-03-26,16842.88,LAPSED,2026-08-15
POL000673,BRK0034,Marine,2024-12-03,2025-12-03,3177.9,ACTIVE,2026-08-15
POL002946,BRK0008,Cyber,N/A,2025-11-15,19817.32,LAPSED,2026-08-15
POL003919,BRK0020,cyber,2024-09-15,2025-09-15,22852.93,RENEWED,2026-08-15
POL004756,BRK0030,Marine,2025-11-08,2026-11-08,8670.51,LAPSED,2026-08-15
POL001130,BRK0047,General Liability,2025-06-24,2026-06-24,13926.25,ACTIVE,2026-08-15
POL001701,BRK0029,Commercial Auto,2026-03-13,2027-03-13,3963.84,RENEWED,2026-08-15
POL000864,BRK0044,Cyber,2024-09-19,2025-09-19,1296.03,RENEWED,2026-08-15
POL004322,BRK0033,Marine,2024-08-10,2025-08-10,20379.8,RENEWED,2026-08-15
POL003911,BRK0045,General Liability,0000-00-00,2026-07-24,8434.13,CANCELLED,2026-08-15
POL003212,BRK0006,Marine,2024-11-05,2025-11-05,3420.98,LAPSED,2026-08-15
POL002475,BRK0015,Commercial Auto,2024-07-05,2025-07-05,9123.33,ACTIVE,2026-08-15
POL000476,BRK0009,Commercial Auto,2026-01-18,2027-01-18,12113.26,RENEWED,2026-08-15
POL002484,BRK0016,Commercial Auto,2024-11-02,2025-11-02,15708.74,CANCELLED,2026-08-15
POL000050,BRK0044,Cyber,2026-05-20,2027-05-20,1506.19,RENEWED,2026-08-15
POL000600,BRK0011,General Liability,2024-01-16,2025-01-15,24236.46,RENEWED,2026-08-15
POL000340,BRK0040,Marine,2025-02-25,2026-02-25,18934.92,RENEWED,2026-08-15
POL000046,BRK0002,Cyber,2026-05-09,2027-05-09,14317.25,LAPSED,2026-08-15
POL002648,BRK0041,Property,2024-11-27,2025-11-27,7840.52,CANCELLED,2026-08-15
POL003921,BRK0048,Commercial Auto,2025-08-25,2026-08-25,19688.32,LAPSED,2026-08-15
POL004002,BRK0043,Marine,2026-02-03,2027-02-03,4868.74,ACTIVE,2026-08-15
POL003607,BRK0035,Cyber,2024-05-16,2025-05-16,6146.86,CANCELLED,2026-08-15
POL000537,BRK0003,Cyber,2026-06-14,2027-06-14,19332.46,CANCELLED,2026-08-15
POL002743,BRK0006,GENERAL LIABILITY,2024-03-23,2025-03-23,12133.67,ACTIVE,2026-08-15
POL002351,BRK0038,Cyber,2024-07-17,2025-07-17,7839.61,LAPSED,2026-08-15
POL004565,BRK0014,Cyber,2024-06-14,2025-06-14,3668.87,RENEWED,2026-08-15
POL000455,BRK0048,Commercial Auto,2025-03-12,2026-03-12,21373.97,LAPSED,2026-08-15
POL004609,BRK0035,Commercial Auto,2025-08-17,2026-08-17,13673.47,RENEWED,2026-08-15
POL003485,BRK0044,Marine,2024-06-26,2025-06-26,11390.16,CANCELLED,2026-08-15
POL003906,BRK0003,Marine,2024-02-07,2025-02-06,24372.19,CANCELLED,2026-08-15
POL000376,BRK0023,Property,2024-06-25,2025-06-25,4141.47,LAPSED,2026-08-15
POL003192,BRK0003,Property,2025-07-17,2026-07-17,15450.96,ACTIVE,2026-08-15
POL000285,BRK0021,Commercial Auto,2026-03-03,2027-03-03,6089.39,RENEWED,2026-08-15
POL000490,BRK0036,General Liability,2024-10-12,2025-10-12,9764.66,RENEWED,2026-08-15
POL001646,BRK0034,Property,2025-12-11,2026-12-11,16040.66,LAPSED,2026-08-15
POL003533,BRK0001,Commercial Auto,2026-02-02,2027-02-02,16036.55,CANCELLED,2026-08-15
POL004940,BRK0037,Property,2024-01-21,2025-01-20,15150.63,CANCELLED,2026-08-15
POL004411,BRK0028,Commercial Auto,2024-11-09,2025-11-09,23484.19,CANCELLED,2026-08-15
POL001973,BRK0004,General Liability,2024-08-25,2025-08-25,22867.84,ACTIVE,2026-08-15
POL002646,BRK0042,Marine,2026-02-23,2027-02-23,4838.68,ACTIVE,2026-08-15
POL003400,BRK0019,Commercial Auto,2026-02-04,2027-02-04,23226.92,CANCELLED,2026-08-15
POL000982,BRK0035,Property,2025-01-17,2026-01-17,22831.57,RENEWED,2026-08-15
POL001658,BRK0043,Marine,2024-09-04,2025-09-04,17962.97,CANCELLED,2026-08-15
POL000098,BRK0017,Commercial Auto,2025-04-15,2026-04-15,16459.07,ACTIVE,2026-08-15
POL003788,BRK0017,Cyber,2024-09-28,2025-09-28,11519.55,LAPSED,2026-08-15
POL000733,BRK0041,General Liability,2025-06-28,2026-06-28,21529.71,CANCELLED,2026-08-15
POL000536,BRK0043,Property,2025-05-08,2026-13-45,13290.08,CANCELLED,2026-08-15
POL003614,BRK0047,Marine,2024-08-30,2025-08-30,20098.02,LAPSED,2026-08-15
POL000774,BRK0036,Property,2025-08-14,2026-08-14,24893.78,RENEWED,2026-08-15
POL002419,BRK0012,General Liability,2025-04-16,2026-04-16,7166.09,RENEWED,2026-08-15
POL002400,BRK0046,Property,2024-10-10,2025-10-10,12701.66,LAPSED,2026-08-15
POL004058,BRK0048,General Liability,2024-04-23,2025-04-23,13829.23,CANCELLED,2026-08-15
POL003572,BRK0040,Marine,2024-02-11,2025-02-10,24768.8,LAPSED,2026-08-15
POL000698,BRK0049,Marine,2026-02-12,2027-02-12,17615.69,ACTIVE,2026-08-15
POL000514,BRK0024,Property,2024-10-10,2025-10-10,11411.27,CANCELLED,2026-08-15
POL001280,BRK0001,Cyber,2025-03-23,2026-03-23,24323.8,RENEWED,2026-08-15
POL003524,BRK0040,Marine,2024-02-18,2025-02-17,8165.12,RENEWED,2026-08-15
POL003000,BRK0047,Cyber,2025-02-28,2026-02-28,23250.2,RENEWED,2026-08-15
POL003552,BRK0022,Marine,2026-05-04,2027-05-04,9505.22,LAPSED,2026-08-15
POL001431,BRK0040,General Liability,2025-08-11,2026-08-11,7209.29,RENEWED,2026-08-15
POL002616,BRK0019,General Liability,2024-07-11,2025-07-11,11345.98,RENEWED,2026-08-15
POL000048,BRK0011,General Liability,2026-03-07,2027-03-07,15573.71,RENEWED,2026-08-15
POL002046,BRK0037,Cyber,2025-06-09,2026-06-09,21657.12,ACTIVE,2026-08-15
POL000338,BRK0021,General Liability,2024-04-15,2025-04-15,18952.37,LAPSED,2026-08-15
